article_id,url,headline,publish_date,companies_ranked,primary_company,company_one_liner,summary_zh_tw,summary_en,fetched_at
79718,https://news.gbimonthly.com/tw/article/show.php?num=79718,禮來砸13億美元 攜手Superluminal搶心血管代謝GPCR藥物市場,2025-08-15,"Superluminal Medicines, 禮來, 福泰製藥, Septerna, 百靈佳殷格翰, Nxera Pharma, Tectonic Therapeutics, Avrobio",Superluminal Medicines,Superluminal Medicines是一家專注於運用其Hyperloop平台結合人工智慧演算法與實驗驗證，開發針對G蛋白偶聯受體(GPCR)的新型小分子藥物的生技公司。,美國時間8月14日，Superluminal Medicines宣布與禮來(Eli Lilly)達成一項價值13億美元的合作協議。根據協議，Superluminal將運用其G蛋白偶聯受體(GPCR)平台，針對與心臟代謝疾病及肥胖相關的未公開靶點，開發小分子療法。Superluminal有機會取得包含預付款、短期付款、股權投資以及基於開發與商業里程碑的報酬，且未來亦有機會從任何獲批藥物的淨銷售額中獲得分級權利金；禮來則獲得這些化合物的獨家開發與商業化權利。Superluminal總部位於波士頓禮來旗下的Lilly Gateway Labs，其核心Hyperloop平台結合人工智慧演算法和實驗驗證，可以識別、設計和改良針對GPCR的新型小分子藥物。Superluminal於2024年9月A輪募資中募得1.2億美元，當時禮來亦有參投，這些資金將用於推進一款用於治療肥胖的黑素皮質素受體4(MC4R)促效劑，預計於明年進入臨床試驗。文章也提及，雖然目前已有35%的藥物以GPCR為靶點，但在超過800種GPCR之中，仍有70%未被開發成藥物靶點，其他公司如Septerna與福泰製藥、百靈佳殷格翰與Nxera Pharma、Tectonic Therapeutics與Avrobio等亦積極探索GPCR的潛力。,"On August 14th, Superluminal Medicines announced a $1.3 billion collaboration agreement with Eli Lilly. Under the terms, Superluminal will leverage its G protein-coupled receptor (GPCR) platform to develop small molecule therapies for undisclosed targets associated with cardiometabolic diseases and obesity. Superluminal stands to receive up to $1.3 billion, including an upfront payment, short-term payments, an equity investment, and development and commercial milestone payments, with future opportunities for tiered royalties on net sales of any approved products. Lilly will gain exclusive development and commercialization rights for these compounds. Superluminal, headquartered at Lilly Gateway Labs in Boston, focuses on GPCR drug discovery, utilizing its core Hyperloop platform which combines AI algorithms and experimental validation to identify, design, and optimize novel small molecule GPCR drugs. In September 2024, Superluminal raised $120 million in Series A funding, with Lilly participating in that round. These funds are earmarked to advance a melanocortin-4 receptor (MC4R) agonist for obesity, expected to enter clinical trials next year. The article also notes that while 35% of current drugs target GPCRs, 70% of the over 800 GPCRs remain undrugged. Other companies, including Septerna (partnered with Vertex Pharmaceuticals), Boehringer Ingelheim (with Nxera Pharma), and Tectonic Therapeutics (merged with Avrobio), are also actively exploring the potential of GPCRs.",2025-09-03 03:49:23
79719,https://news.gbimonthly.com/tw/article/show.php?num=79719,本土疫苗佐劑新創優億將申請興櫃、兩年內完成帶狀皰疹疫苗臨床一期,2025-08-15,"優億, Diamond Biofund, Taishin Financial Holdings",優億,優億是一家專注於疫苗佐劑研發的生技新創公司，開發專利佐劑平台以提升疫苗效力，並推動佐劑型疫苗產品進入臨床試驗。,專注於疫苗佐劑研發的優億公司，於今(15)日舉辦總部辦公室開幕式，並宣布預計在兩年內完成其佐劑型帶狀疱疹疫苗的臨床一期試驗，以取得安全性數據，未來將尋求授權機會。同時，優億也計畫申請公開發行並登錄興櫃。優億創辦人兼執行長梁碧惠教授指出，公司成立三年即成功開發出全化學合成皂苷佐劑I05，未來除了帶狀疱疹，也將把結合優億專利佐劑的疫苗產品推向B型肝炎、呼吸道融合病毒(RSV)及癌症疫苗等臨床試驗。梁碧惠強調，優億的專利佐劑平台能以更少的蛋白量製造出品質更佳的抗體，提供極高的保護力。優億的主要投資人包括鑽石生技投資(6901)及台新金(2887)等生技創投，日前已順利完成逾三億元的募資，顯示其佐劑平台深獲資本市場看好。,"U-Yi, a biotech startup specializing in vaccine adjuvant research and development, held the grand opening of its headquarters in Taipei today (15th). The company announced plans to complete Phase I clinical trials for its adjuvant-based shingles vaccine within two years, aiming to obtain safety data and pursue future licensing opportunities. U-Yi also intends to apply for a public offering and listing on Taiwan's Emerging Stock Market. Professor Liang Bi-Hui, founder and CEO of U-Yi, stated that the company successfully developed the fully chemically synthesized saponin adjuvant I05 within three years of its establishment. Beyond shingles, U-Yi plans to advance vaccine products incorporating its patented adjuvant platform into clinical trials for hepatitis B, respiratory syncytial virus (RSV), and cancer. Liang emphasized that U-Yi's proprietary adjuvant platform enables the production of higher-quality antibodies with less protein, achieving superior protective efficacy. Key investors in U-Yi include Diamond Biofund (6901) and Taishin Financial Holdings (2887), among other biotech venture capitalists. The company recently completed a successful fundraising round exceeding NT$300 million, underscoring strong investor confidence in its adjuvant platform.",2025-09-03 03:49:08
79720,https://news.gbimonthly.com/tw/article/show.php?num=79720,Apple Watch血氧功能回歸；ISSCR更新人類幹細胞胚胎模型研究指引,2025-08-15,"Apple Inc., 優億 (Youyi), Eli Lilly, Superluminal Medicines, Masimo",Apple Inc.,蘋果公司是一家全球知名的科技巨頭，主要設計、開發和銷售消費性電子產品、電腦軟體和線上服務，其產品包括iPhone、iPad、Mac、Apple Watch等。,"在臺灣，本土疫苗佐劑新創優億於今日舉辦總部開幕式，並宣布預計在兩年內完成佐劑型帶狀疱疹疫苗的臨床一期試驗，未來將尋求授權機會並申請公開發行、登錄興櫃。

國際幹細胞研究學會(ISSCR)更新了其「2021年幹細胞研究與臨床轉譯指引」，特別針對人類幹細胞胚胎模型(SCBEM)的開發與應用，強調所有3D SCBEM應有明確科學原理、終點及監督機制，並重申SCBEM為體外模型，不得移植到活體動物或人類宿主子宮內，同時禁止體外培養至具潛在生存能力。

美國方面，蘋果公司宣布Apple Watch的血氧追蹤功能在經歷18個月的禁令後，隨著軟體更新正式回歸。用戶現在可透過配對iPhone上的「健康」應用程式查看測量結果。此前，此功能因與患者監測器開發商Masimo的專利訴訟及聯邦進口禁令威脅而被迫停止。

此外，即將舉行的美俄峰會中，川普將優先討論終止烏克蘭戰爭等事宜，原備受關注的藥品高關稅議題，預計將延後至半導體關稅決定後才會公布，市場預測本月內不會拍板。

在生技醫藥領域，禮來(Eli Lilly)與Superluminal Medicines達成一項高達13億美元的合作協議，Superluminal將運用其G蛋白偶聯受體(GPCR)平台，開發針對心臟代謝疾病及肥胖相關靶點的小分子療法。

最後，哥倫比亞大學工程學院研究團隊成功從優格中提取細胞外囊泡(EVs)，研發出具生物活性與材料相容性的可注射水凝膠，不僅解決了EVs在生物材料應用中的量產與穩定性瓶頸，還能有效加速組織癒合，未來有望廣泛運用於再生醫療領域，研究成果已發表於《Matter》期刊。","In Taiwan, local vaccine adjuvant startup Youyi inaugurated its headquarters today, announcing plans to complete Phase 1 clinical trials for its adjuvant-based shingles vaccine within two years. The company aims to seek licensing opportunities and plans for a public offering and listing on the Emerging Stock Board.

The International Society for Stem Cell Research (ISSCR) updated its ""2021 Guidelines for Stem Cell Research and Clinical Translation,"" specifically addressing the development and application of human stem cell-based embryo models (SCBEMs). The updated guidelines emphasize clear scientific rationale, defined endpoints, and appropriate oversight for all 3D SCBEMs, reiterating that SCBEMs are in vitro models not to be transplanted into living animal or human hosts, and prohibiting their in vitro culture to a potentially viable stage.

In the U.S., Apple Inc. announced the return of the Apple Watch's blood oxygen tracking feature after an 18-month ban, enabled by a software update. Users can now view measurement results via the Health app on their paired iPhone. This feature was previously halted due to a patent dispute with patient monitor developer Masimo and a federal import ban threat.

Furthermore, at the upcoming U.S.-Russia summit, Trump is expected to prioritize discussions on ending the war in Ukraine. The highly anticipated drug tariffs are likely to be postponed until a decision is made on semiconductor tariffs, with market predictions suggesting no resolution this month.

In the biopharmaceutical sector, Eli Lilly has entered into a collaboration agreement worth up to $1.3 billion with Superluminal Medicines. Superluminal will leverage its G protein-coupled receptor (GPCR) platform to develop small molecule therapies for undisclosed targets related to cardiometabolic diseases and obesity.

Lastly, a research team from Columbia Engineering successfully developed an injectable hydrogel from yogurt-derived extracellular vesicles (EVs). This innovative hydrogel, possessing both bioactivity and material compatibility, addresses the mass production and stability challenges of EVs in biomaterial applications and effectively accelerates tissue healing, showing promise for widespread use in regenerative medicine. The findings were published in *Matter*.",2025-09-03 03:48:58
79739,https://news.gbimonthly.com/tw/article/show.php?num=79739,08/15《生技股動態》,2025-08-15,"漢康-KY, 彥臣, 承業醫, 禾榮科, 康霈*, 台耀, 博晟生醫, 霈方, 浩鼎, 合一, 訊聯, 上亞科技, 永信, 智擎, 上海復宏漢霖生物技術, 富康活力醫藥",漢康-KY,漢康-KY是一家生技公司，主要從事新藥開發與授權，其HCB101新藥已授權予上海復宏漢霖生物技術並收到簽約金。,"2025年8月15日的生技股動態顯示，漢康-KY (7827) 收到上海復宏漢霖生物技術支付HCB101新藥授權第一階段簽約金400萬美元。彥臣 (4732) 用於提升認知能力之組合物及其用途取得新加坡發明專利。承業醫 (4164) 相關企業富康活力醫藥決議辦理現金增資約64萬股，每股88元。禾榮科 (7799) 則預計於8月21日召開上市前業績發表會。

當日漲跌方面，博晟生醫上漲9.92%，霈方上漲9.87%，康霈*上漲7.01%。下跌個股則有台耀下跌4.14%，訊聯下跌3.96%，上亞科技下跌3.93%。

大法人動態顯示，買超前三名為康霈* (8356張)、浩鼎 (574張)、合一 (296張)；賣超前三名為台耀 (1009張)、永信 (521張)、智擎 (386張)。","The biotech stock market on August 15, 2025, saw several key developments. HanKang-KY (7827) received a first-stage payment of US$4 million from Shanghai Henlius Biotech for the licensing of its HCB101 new drug. YenChen (4732) was granted an invention patent in Singapore for its composition and method to enhance cognitive ability. Cheng Yeh Medical (4164) announced that its related entity, Fu Kang Vitality Pharmacy, resolved to issue approximately 640,000 new shares at NT$88 per share. Herong Biotech (7799) is scheduled to hold its pre-listing performance conference on August 21.

In terms of daily stock performance, BioGend Therapeutics led gainers with a 9.92% increase, followed by Poya at 9.87%, and KBP Biosciences* at 7.01%. Top decliners included Taiyao, down 4.14%, GCell, down 3.96%, and Sun Asia Technology, down 3.93%.

Major institutional investor activity showed net buying in KBP Biosciences* (8,356 shares), OBI Pharma (574 shares), and PharmaEngine (296 shares). Conversely, institutional investors were net sellers of Taiyao (1,009 shares), Yung Shin Pharmaceutical (521 shares), and OncoGenerix USA (386 shares).",2025-09-03 03:48:44
79495,https://news.gbimonthly.com/tw/article/show.php?num=79495,《Nature》首證「大腦鋰失衡」是失智前兆！？,2025-08-14,Harvard Medical School,Harvard Medical School,哈佛醫學院是一所世界頂尖的醫學教育與研究機構，致力於醫學科學的教學、研究與創新，以推動人類健康福祉。,哈佛醫學院研究團隊於美國時間8月6日發表於《Nature》的研究指出，大腦中的「鋰失衡」可能是失智症的早期前兆。研究人員利用先進質譜技術，測量健康人士、輕度認知障礙(MCI)患者及晚期阿茲海默症(AD)患者腦與血液中27種金屬微量元素，首次發現鋰在記憶喪失最早期便出現變化，且MCI與AD患者大腦內源性鋰出現失衡。研究進一步發現，澱粉樣蛋白在早期失智階段沉積時會與鋰結合，降低鋰在大腦中的作用。在小鼠模型中限制鋰攝取，會顯著增加β-類澱粉蛋白沉積與磷酸化tau蛋白累積，並導致神經退化。研究團隊也發現，以「鋰乳清酸鹽」的形式補充鋰，即使在病程晚期的小鼠中也能逆轉疾病損害並恢復記憶功能，且早期維持穩定的鋰濃度可預防小鼠AD發作。儘管目前已有少數臨床試驗顯示補充鋰對延緩AD有療效，但傳統鋰鹽在高劑量下對老年人有毒性。研究人員強調，目前尚無證據顯示鋰能安全有效地保護人類免於神經退化，不建議自行服用鋰製劑。若未來研究持續驗證，鋰檢測有望成為阿茲海默症的早期篩檢工具，而鋰乳清酸鹽或類似化合物亦有望進入臨床試驗，為AD治療帶來突破。,"A study by a Harvard Medical School research team, published in Nature on August 6th (US time), suggests that an imbalance of lithium in the brain could be an early precursor to dementia. Using advanced mass spectrometry, researchers measured 27 trace metal elements in the brains and blood of healthy individuals, those with mild cognitive impairment (MCI), and late-stage Alzheimer's disease (AD) patients. They discovered for the first time that lithium levels change at the very earliest stages of memory loss, with an imbalance of endogenous lithium observed in the brains of MCI and AD patients. The study further revealed that amyloid protein, when deposited in early dementia stages, binds with lithium, reducing its efficacy in the brain. Restricting lithium intake in mouse models significantly increased β-amyloid deposition and phosphorylated tau protein accumulation, leading to neurodegeneration. The team also found that supplementing lithium in the form of ""lithium orotate"" could reverse disease damage and restore memory function, even in late-stage mice, and that maintaining stable lithium levels early on prevented AD onset in mice. While some clinical trials have shown lithium supplementation to be effective in delaying AD, traditional lithium salts can be toxic to the elderly at high doses. Researchers emphasize that there is currently no evidence that lithium can safely and effectively protect humans from neurodegeneration, and self-medication with lithium preparations is not recommended. If future research continues to validate these effects, lithium detection could become an early screening tool for Alzheimer's, and lithium orotate or similar compounds may advance to clinical trials, offering a breakthrough in AD treatment.",2025-09-03 03:51:16
79496,https://news.gbimonthly.com/tw/article/show.php?num=79496,《Science》Denali二代阿茲海默症療法 可穿透血腦障壁、改善腦出血,2025-08-14,"Denali Therapeutics, Biogen (百健), Eisai (衛采), Roche (羅氏), Eli Lilly (禮來), AbbVie (艾伯維), Johnson & Johnson (嬌生)",Denali Therapeutics,Denali Therapeutics 是一家位於舊金山灣區的生技公司，致力於開發治療阿茲海默症、帕金森氏症及肌萎縮性脊髓側索硬化症等神經退化性疾病的創新藥物。,"美國時間8月7日，Denali Therapeutics 宣布開發出一款創新的阿茲海默症抗體藥物，其獨特之處在於能有效穿透血腦障壁，並清除整個大腦的類澱粉斑塊，同時顯著避免了第一代Aβ藥物常見的嚴重副作用，如類澱粉相關影像異常（ARIA），包括腦水腫和腦部出血。這項突破性研究成果已發表於《Science》期刊。
目前市場上，百健（Biogen）和衛采（Eisai）合作開發的aducanumab雖於2021年獲准，成為首個清除類澱粉斑塊的阿茲海默症藥物，但其引發的ARIA腦出血問題，使其安全性備受質疑。Denali的新型抗體透過結合血腦屏障外部的轉鐵蛋白受體，成功穿越屏障並廣泛分布於大腦，小鼠實驗證實其療效良好且無ARIA發生。此外，Denali還改造了抗體Fc區段以降低免疫反應。該療法目前正進行臨床前研究，預計明年申請新藥臨床試驗（IND）。
文章也提及，第一代Aβ藥物如已停售的aducanumab、禮來（Eli Lilly）的欣智樂（Kisunla）以及百健與衛采的樂意保（Leqembi），皆因ARIA的安全性爭議而面臨挑戰。ARIA的成因可能與抗體在血管內聚集而非進入大腦實質清除斑塊有關，進而引發免疫反應導致血管損傷和出血。
在第二代Aβ藥物方面，羅氏（Roche）的候選藥物trontinemab（結合轉鐵蛋白受體）即將進入臨床三期試驗；艾伯維（AbbVie）去年也收購了Aliada Therapeutics，取得一款由嬌生（Johnson & Johnson）技術授權、同樣能穿越血腦障壁的藥物。Denali的創新療法有望為阿茲海默症治療帶來更安全有效的選擇。","On August 7th, US time, Denali Therapeutics announced the development of an innovative antibody drug for Alzheimer's disease. This new therapy is distinguished by its ability to effectively penetrate the blood-brain barrier and clear amyloid plaques throughout the brain, while significantly avoiding severe side effects like amyloid-related imaging abnormalities (ARIA), including brain edema and hemorrhage, which are common with first-generation Aβ drugs. This groundbreaking research has been published in *Science*.
Currently, existing treatments include aducanumab, co-developed by Biogen and Eisai, which was approved in 2021 as the first Alzheimer's drug to clear amyloid plaques. However, its association with severe ARIA-related brain hemorrhages has raised significant safety concerns. Denali's novel antibody successfully crosses the blood-brain barrier by binding to transferrin receptors on its exterior, allowing for widespread distribution and plaque clearance in the brain. Mouse studies have demonstrated good efficacy without ARIA occurrence. Furthermore, Denali has modified the antibody's Fc region to reduce potential immune responses. The therapy is currently in preclinical research, with an Investigational New Drug (IND) application expected next year.
The article also notes that first-generation Aβ drugs, such as the discontinued aducanumab, Eli Lilly's Kisunla, and Biogen/Eisai's Leqembi, have all faced challenges due to ARIA safety controversies. ARIA is believed to result from antibodies accumulating around amyloid in blood vessels rather than entering the brain parenchyma to clear plaques, triggering immune responses that damage vessels and cause bleeding.
Regarding second-generation Aβ drugs, Roche's candidate trontinemab, which also binds to transferrin receptors, is nearing Phase III clinical trials. Additionally, AbbVie last year acquired Aliada Therapeutics, obtaining a drug originally licensed from Johnson & Johnson that can also cross the blood-brain barrier. Denali's innovative therapy holds promise for offering a safer and more effective treatment option for Alzheimer's disease.",2025-09-03 03:51:06
79498,https://news.gbimonthly.com/tw/article/show.php?num=79498,08/14《生醫新聞雷達》,2025-08-14,"大研生醫 (DaYan Biotech), 國邑 (Kuo Yi), 大學光 (Universal Vision Biotech), 達爾膚 (Dr. Wu), 岱宇 (Dyaco), 華為 (Huawei), 美的 (Midea)",大研生醫 (DaYan Biotech),大研生醫是一家專注於生技醫療領域的公司，主要從事保健食品或藥品的研發與銷售，預計於九月上旬掛牌上市。,本期《生醫新聞雷達》聚焦多項生醫產業動態。健保署宣布周邊血幹細胞移植費用加碼，新制將於下月上路，同時健保資料隱私退出權也已生效。中國企業積極跨足醫療領域，華為正組建「衛生軍團」，美的集團則致力於建構醫療生態系，搶攻兆元商機。在醫療技術方面，台北榮總與紐約大學將強強聯手，合作轉介胰臟癌重粒子治療病人。企業營運方面，大研生醫預計於九月上旬掛牌上市，並樂觀看待下半年旺季表現。國邑製藥的授權夥伴計畫在九至十月公布L606三期臨床數據，市場對此抱持樂觀態度。亞東醫院則開發出10分鐘快速揪出睡眠呼吸中止症的技術。全球基因治療藥品發展迅速，已有68項獲核准上市，其中法國貢獻了十多項專利成果。財報方面，岱宇上半年每股虧損1.61元，但對下半年持審慎樂觀態度；達爾膚第二季每股虧損0.07元，仍決議配息2元回饋股東；大學光上半年每股盈餘達4.78元，並期待植入式隱形眼鏡能成為下半年的新成長動能。,"This edition of ""Biomedical News Radar"" highlights several key developments in the biomedical industry. Taiwan's National Health Insurance (NHI) will increase coverage for peripheral blood stem cell transplantation, with the new policy taking effect next month. Concurrently, the right to opt-out of NHI data sharing for privacy protection has also been implemented. Chinese enterprises are actively expanding into the healthcare sector, with Huawei forming a ""health army"" and Midea Group building a healthcare ecosystem, both aiming for a trillion-dollar market opportunity. In medical technology, Taipei Veterans General Hospital and New York University are collaborating on patient referrals for heavy ion therapy for pancreatic cancer. Regarding corporate operations, DaYan Biotech is expected to list on the stock market in early September and anticipates a strong performance in the second half of the year. Kuo Yi's licensing partner plans to announce Phase III clinical data for L606 between September and October, with the market remaining optimistic. Far Eastern Memorial Hospital has developed a technique to detect sleep apnea in just 10 minutes. Globally, gene therapy drugs are rapidly advancing, with 68 approved for market, and France contributing over ten patent achievements. Financially, Dyaco reported a loss per share of NT$1.61 in the first half but maintains cautious optimism for the second half. Dr. Wu recorded a loss per share of NT$0.07 in Q2 but will still distribute a NT$2 dividend to shareholders. Universal Vision Biotech achieved an EPS of NT$4.78 in the first half and hopes that implantable contact lenses will become a new growth driver in the second half.",2025-09-03 03:50:49
79523,https://news.gbimonthly.com/tw/article/show.php?num=79523,藥華藥EPS達6.3 成立BVI子公司；Vedanta潰瘍性結腸炎活菌雞尾酒療法 臨床二期失敗,2025-08-14,"藥華藥 (PharmaEssentia), Vedanta Biosciences, Nyxoah, Denali Therapeutics, 輝瑞 (Pfizer)",藥華藥 (PharmaEssentia),藥華藥是一家專注於新藥開發的生技公司，其主要產品為治療真性紅血球增多症(PV)的Ropeginterferon alfa-2b(P1101)，並積極拓展其在全球市場的適應症與藥證申請。,"這篇報導彙整了多則生技醫療產業的最新動態。首先，臺灣藥華藥(6446)公布第二季營收達36.0億元，年增56.19%，主要受惠於其真性紅血球增多症(PV)新藥Ropeginterferon alfa-2b(P1101)的全球銷售成長。藥華藥並宣布成立英屬維京群島(BVI)子公司以強化匯率風險管理，同時P1101持續在全球拓展藥證，包括取得阿根廷藥證、申請越南與加拿大藥證，並預計今年取得墨西哥藥證。針對原發性血小板過多症(ET)新適應證，目標2026年取得各市場核准，中國已受理申請，美國預計年底送件。此外，P1101的早期原發性骨髓纖維化全球三期臨床試驗也正在進行中。

在美國方面，Vedanta Biosciences開發的潰瘍性結腸炎活菌雞尾酒療法VE202，其臨床二期試驗未能達到主要療效指標，宣告失敗。該療法曾獲輝瑞2,500萬美元投資。另一家美國公司Nyxoah則傳來好消息，其植入式雙側舌下神經刺激療法Genio獲美國FDA批准用於治療中度至重度阻塞性睡眠呼吸中止症(OSA)。

此外，美國總統川普簽署行政命令，旨在建立關鍵藥物原料的韌性供應鏈，並要求制訂26種關鍵原料藥清單。學術研究方面，美國加州大學戴維斯分校團隊在《Cell》期刊發表，指出「端粒到端粒基因體計畫」發現人類獨特的重複基因GPR89B與FRMPD2B，可能與大腦演化相關。最後，Denali Therapeutics在《Science》期刊發表其新一代阿茲海默症抗體藥物，能有效穿透血腦障壁清除類澱粉斑塊，且無傳統Aβ藥物常見的腦水腫或腦出血等嚴重副作用。","This report compiles several recent developments in the biotech and healthcare industry. Firstly, Taiwan's PharmaEssentia (6446) announced its second-quarter revenue reached NT$3.6 billion, a 56.19% year-on-year increase, primarily driven by the global sales growth of its Polycythemia Vera (PV) new drug, Ropeginterferon alfa-2b (P1101). PharmaEssentia also announced the establishment of a wholly-owned subsidiary in the British Virgin Islands (BVI) to enhance foreign exchange risk management. P1101 continues its global market expansion, having obtained drug approval in Argentina, with applications submitted in Vietnam and Canada, and expected approval in Mexico this year. For the new indication of Essential Thrombocythemia (ET), the company aims for market approvals by 2026, with China having accepted the application and the US submission expected by year-end. Furthermore, a global Phase III clinical trial for P1101 in early primary myelofibrosis is ongoing.

In the US, Vedanta Biosciences' oral live bacterial cocktail therapy VE202 for ulcerative colitis failed to meet its primary efficacy endpoint in a Phase II clinical trial. This therapy had previously received a $25 million investment from Pfizer. In positive news, US-based Nyxoah announced that its implantable bilateral hypoglossal nerve stimulation therapy, Genio, received US FDA approval for treating moderate to severe obstructive sleep apnea (OSA).

Additionally, US President Trump signed an executive order aimed at establishing a resilient supply chain for critical pharmaceutical raw materials, mandating the creation of a list of 26 key active pharmaceutical ingredients (APIs). In academic research, a team from the University of California, Davis, published in *Cell* that the ""Telomere to Telomere Consortium"" identified two human-unique duplicate genes, GPR89B and FRMPD2B, potentially linked to brain evolution. Lastly, Denali Therapeutics published in *Science* about its next-generation Alzheimer's antibody drug, which effectively crosses the blood-brain barrier to clear amyloid plaques without causing severe side effects like brain edema or hemorrhage commonly associated with traditional Aβ drugs.",2025-09-03 03:50:29
79716,https://news.gbimonthly.com/tw/article/show.php?num=79716,08/14《生技股動態》,2025-08-14,"漢達, 醣基, 昱厚生技, 華上生醫, 彥臣, 水星生醫, 亞果生醫, 泰福-KY, 康霈, 合一, 益安, 大學光, 智擎, 國邑, 博晟生醫, 訊聯, 浩宇生醫, 益得, 三鼎生技, 精華生醫",漢達,漢達是一家生技製藥公司，主要從事新藥研發與銷售，其子公司近期簽訂血癌藥Phyrago的專利授權合約。,今日生技股動態熱絡，漢達(6620)子公司與Xspray簽訂血癌藥Phyrago的專利授權合約，為市場帶來正面消息。新藥研發方面，昱厚生技(6709)的氣喘新藥AD17002獲TFDA核准進入臨床二期試驗，而醣基(6586)的醣抗原抗體抗癌新藥CHO-A04也取得FDA核准執行一期臨床試驗，顯示台灣生技公司在國際新藥開發上的進展。專利取得方面，華上生醫(7427)的氟口比苯醯胺鹽類新藥獲得歐洲發明專利，彥臣(4732)與御華生醫合作的抗藥性癌症治療組合物及方法則取得日本發明專利，強化了其智財佈局。營運消息方面，亞果生醫(6748)第二廠完成QMS查廠且無重大缺失，水星生醫*(6932)則不幸發生辦公室火災，損失尚待評估。人事異動方面，益得(6461)總經理由Manish Chawla接任，三鼎生技(6808)洪慈營升任總經理，精華生醫(7806)研發長涂皇堯辭任並由總經理暫代。在市場漲跌方面，國邑*、博晟生醫、訊聯表現亮眼，而益安、大學光、浩宇生醫則呈現下跌。大法人買賣超動態顯示，泰福-KY、康霈*、合一獲買超，益安、大學光、智擎則遭賣超。,"Today's biotech sector saw active developments, with Handa (6620) announcing that its subsidiary signed a patent licensing agreement with Xspray for the blood cancer drug Phyrago, bringing positive news to the market. In new drug development, YuFo Biotech (6709)'s asthma new drug AD17002 received TFDA approval for Phase II clinical trials, while GlycoNex (6586)'s anti-cancer new drug CHO-A04 (glycoantigen antibody) obtained FDA approval for Phase I clinical trials, showcasing Taiwanese biotech companies' progress in international drug development. Regarding patent acquisitions, Ascentage Pharma (7427)'s new drug (fluorocobiphenamide salt) secured a European invention patent, and YenChen (4732)'s collaboration with YuHwa Bio-Medical on a composition and method for treating drug-resistant cancer obtained a Japanese invention patent, strengthening their intellectual property portfolio. In operational news, Argus Biopharma (6748)'s second factory completed its QMS audit with no major deficiencies, while Mercury Biotech* (6932) unfortunately experienced a fire at its office, with losses still under assessment. Personnel changes included Manish Chawla taking over as General Manager for EirGenix (6461), Hung Tzu-ying being promoted to General Manager at SanDing Biotech (6808), and Tu Huang-yao resigning as R&D Director at Essentia Bio-Medical (7806), with the GM temporarily assuming the role. Market performance saw significant gains for Koya Pharma*, BioGend Therapeutics, and United BioPharma, while EirGenix, Da Xue Guang, and Brain Navi Biotechnology experienced declines. Institutional investor activity showed net buys for TaiFu-KY, KBP Biosciences*, and Adimmune, while EirGenix, Da Xue Guang, and OncoQuest were net sold.",2025-09-03 03:50:10
79480,https://news.gbimonthly.com/tw/article/show.php?num=79480,台寶生醫350萬美元全資收購美國TRACT,2025-08-13,"台寶生醫, TRACT Therapeutics, Taiwan Bio Holding LLC",台寶生醫,台寶生醫是一家專注於細胞治療與再生醫學領域的生技公司，致力於開發新藥以治療器官移植排斥、自體免疫疾病等。,今(13)日，台寶生醫(6892)宣布透過其美國100%持股子公司Taiwan Bio Holding LLC，以350萬美元現金全資收購美國合作夥伴TRACT Therapeutics的100%股權。此次併購旨在取得調節型T細胞(Treg)新藥TRK-001的完整技術權利，以加速目前治療預防實體器官移植抗排斥的臨床二期收案，並擴大開發自體免疫疾病與免疫調節疾病的新適應症。台寶生醫執行長楊鈞堯表示，Treg能恢復免疫耐受性並促進受損組織修復，安全性高且適用族群廣，有望取代副作用多的免疫抑制劑。目前TRK-001已在台灣、美國啟動治療腎臟移植抗排斥的全球多中心臨床二期試驗，預計召收34名病患。台寶生醫計畫在2至3年內取得臨床二期數據，爭取再生醫療先進療法(RMAT)資格以加速在美上市，並依循台灣再生醫療雙法爭取暫時性許可，優先嘉惠台灣病患。,"Taiwan Bio-Therapeutic Co., Ltd. (6892) announced today (13th) that its wholly-owned U.S. subsidiary, Taiwan Bio Holding LLC, has signed an acquisition agreement to fully acquire U.S. partner TRACT Therapeutics for $3.5 million in cash. This acquisition aims to secure full technical rights to TRK-001, a novel regulatory T cell (Treg) drug, which will accelerate patient enrollment for its ongoing Phase II clinical trial in preventing solid organ transplant rejection. The move also seeks to expand development into new indications for autoimmune and immunomodulatory diseases, with the goal of replacing immunosuppressants, which have numerous side effects, with a long-acting, one-time treatment. CEO Yang Chun-yao stated that Treg cells can restore immune tolerance and promote tissue repair, offering high safety and broad applicability, particularly for autoimmune diseases. TRK-001 is currently undergoing global multi-center Phase II trials in Taiwan and the U.S. for kidney transplant anti-rejection, targeting 34 patients. Taiwan Bio plans to expedite enrollment, aiming to obtain Phase II data within 2 to 3 years to pursue Regenerative Medicine Advanced Therapy (RMAT) designation for accelerated market entry in the U.S. Additionally, after completing Phase II, the company will seek temporary permits under Taiwan's new regenerative medicine laws to benefit Taiwanese patients.",2025-09-03 03:53:34
